FENCE_ID|FENCE_TYPE|BELONG_AREA
金山中路_R_41|1|厦门
高崎南五路_R_B27002|1|厦门
虎屿路_R_A14001|1|厦门
岭下路0_L_5|0|厦门
昭塘路0_R_A06003|0|厦门
金尚路(吕岭路至仙岳路段)_R_8|0|厦门
台南路_R_5|0|厦门
长岸路_L_8|0|厦门
鹭江道0_L_12|0|厦门
金尚路(谊爱路至吕岭路段)_L_1|0|厦门
湖滨东路(禾祥东路至厦禾路段)_L_5|0|厦门
会展南路_L_A07001|0|厦门
云顶北路0_L_49|0|厦门
高崎南五路0_L_16|0|厦门
龙山西路_R_9|0|厦门
安岭路_R_9|0|厦门
观日路0_R_2|0|厦门
湖滨南路0_L_17|0|厦门
湖滨北路0_R_13|0|厦门
吕岭路_R_B10001|0|厦门
高崎南十二路_L_B27009|0|厦门
莲前东路(洪莲路至云顶中路段)_L_1|0|厦门
钟宅西二路0_R_20|0|厦门
湖里大道0_L_10|0|厦门
市政11|0|厦门
莲岳路_L_11|0|厦门
云顶北路_L_4|0|厦门
嘉禾路_L_9|0|厦门
嘉禾路(莲前西路至吕岭路段)_R_18|0|厦门
钟宅西二路0_R_16|0|厦门
岐山北路_L_3|0|厦门
安岭路_L_14|0|厦门
安岭路_R_12|0|厦门
鹭江道(厦禾路至镇海路) _R_7|0|厦门
金尚路(吕岭路至祥岭路)_L_1|0|厦门
创新路_L_3|0|厦门
寨上西路0_R_1|0|厦门
湖里大道(华荣路至长安路段)_R_5|0|厦门
展鸿路0_R_7|0|厦门
枋湖南路0_L_1|0|厦门
洪莲路0_L_1|0|厦门
观日路0_L_1|0|厦门
钟宅西三路_R_5|0|厦门
展鸿路辅路_R_B10001|0|厦门
湖滨南路0_L_16|0|厦门
仙岳路辅路_L_B27007|0|厦门
云顶北路_R_4|0|厦门
仙岳路连接线0_R_A20016|0|厦门
观日路0_R_A07003|0|厦门
安岭路_L_9_B|0|厦门
安岭路_L_13|0|厦门
仙岳路连接线0_R_A20015|0|厦门
嘉禾路0_R_1|0|厦门
莲前东路0_R_A02006|0|厦门
育秀东路(体育路至仙岳路段)_R_1|0|厦门
金泰路0_L_1|0|厦门
创新路(马龙路至火炬北路段)_L_13|0|厦门
五缘湾道_L_6|0|厦门
长青东路_R_10|0|厦门
马垅路_L_7|0|厦门
吕岭路_R_B10017|0|厦门
体育路(湖滨中路至湖滨东路)_L_11|0|厦门
马垅路_L_9|0|厦门
云顶中路0_L_6|0|厦门
仙岳路0_R_4|0|厦门
墩岭路0_L_12|0|厦门
兴隆路0_R_16|0|厦门
前埔路0_R_3|0|厦门
湖里大道0_L_4|0|厦门
金湖路_L_3_B|0|厦门
湖滨中路0_R_6|0|厦门
马垅路_R_9|0|厦门
斗西路0_R_3|0|厦门
钟岭路0_R_12|0|厦门
马垅路_L_2|0|厦门
安岭路_R_25|0|厦门
展鸿路0_R_2|0|厦门
东港北路_L_A13002|0|厦门
龙山南路0_L_2|0|厦门
枋湖东路0_L_15|0|厦门
台南路_R_7|0|厦门
天湖路_L_21|0|厦门
宜兰路0_R_26|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_L_8|0|厦门
同益路0_R_A08003|0|厦门
马垅路_L_5|0|厦门
云顶中路0_L_7|0|厦门
高崎南五路0_R_4|0|厦门
仙岳路(金尚路至嘉禾路段)_R_2|0|厦门
体育路_L_2|0|厦门
豆仔尾路(湖滨南路与天湖路段)_R_2|0|厦门
台南路_L_5|0|厦门
安岭路_L_12|0|厦门
火炬北路_L_7|0|厦门
鹭江道0_L_18|0|厦门
台中路0_L_1|0|厦门
高崎南五路_R_B27012|0|厦门
前埔路 _R_3|0|厦门
后滨路(厦禾路至湖滨南路段)_L_15|0|厦门
高林中路(高林路至环岛干道)_R_7|0|厦门
莲前东路_L_B10004|0|厦门
五缘湾道0_L_13|0|厦门
育秀路_L_1|0|厦门
嘉禾路(吕岭路与仙岳路段 )_R_5|0|厦门
湖滨北路0_R_50|0|厦门
吕岭路_L_A20001|0|厦门
云顶北路0_R_19|0|厦门
莲前东路(前埔西路至洪莲路段) _L_1|0|厦门
厦禾路0_R_14|0|厦门
安岭路_R_21|0|厦门
仙岳路连接线0_R_A20013|0|厦门
莲岳路_R_21|0|厦门
田头西二路0_R_A06001|0|厦门
安岭路_R_10|0|厦门
育秀东路(体育路至仙岳路段)_L_3|0|厦门
湖滨南路0_L_23|0|厦门
禾山路_R_1|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_R_3|0|厦门
创新路(马垄路至火炬北路)_R_1|0|厦门
鹭江道0_R_22|0|厦门
湖滨东路0_L_2|0|厦门
火炬北路_L_4|0|厦门
枋湖西路(枋湖路至枋湖北二路)_L_4|0|厦门
金湖路_R_1_A|0|厦门
龙山中路(谊爱路至龙山南路段 )_R_3|0|厦门
吕岭路0_L_A07004|0|厦门
嘉禾路_R_A20012|0|厦门
莲岳路_L_31|0|厦门
五缘湾道(环岛东路至环岛干道)_R_14|0|厦门
湖滨南路(湖滨东路0_凤屿路)_L_7|0|厦门
鹭江道0_R_A10001|0|厦门
共和路_R_3|0|厦门
高崎南五路0_L_12|0|厦门
金桥路_L_11|0|厦门
鹭江道0_L_7|0|厦门
莲前西路0_R_16|0|厦门
云顶北路0_R_44|0|厦门
高崎南五路0_L_2|0|厦门
展鸿路_L_2_A|0|厦门
展鸿路_R_5|0|厦门
金尚路0_R_23|0|厦门
金尚路0_R_4|0|厦门
墩岭路_R_15|0|厦门
钟宅西二路0_R_17|0|厦门
光电二路0_L_6|0|厦门
白鹭洲路0_R_18|0|厦门
厦禾路0_L_71|0|厦门
民族路_R_5|0|厦门
台南路_L_4|0|厦门
金泰路_R_A02001|0|厦门
新丰三路0_L_1|0|厦门
莲前西路0_L_13|0|厦门
火炬北路_L_3|0|厦门
会展北路_L_4|0|厦门
龙昌路(谊爱路至龙山南路段)_R_1|0|厦门
马垅路_R_4_B|0|厦门
高崎南十二路0_R_1|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_12|0|厦门
湖滨南路0_R_27|0|厦门
岭下路_R_15|0|厦门
白鹭洲东路0_R_6|0|厦门
岭下南路0_R_2|0|厦门
马垅路_R_10|0|厦门
石亭路(湖滨北路至厦门外国语学校)_L_2|0|厦门
白鹭洲路0_R_17|0|厦门
展鸿路0_R_18|0|厦门
乌石浦路0_R_A19014|0|厦门
火炬北路_L_1|0|厦门
安岭路_R_15|0|厦门
金山中路_L_4|0|厦门
凤屿路_L_A04002|0|厦门
枋湖北二路0_L_26|0|厦门
嘉义路0_R_4|0|厦门
湖滨东路0_L_1|0|厦门
前埔路0_L_A02009|0|厦门
莲岳路_R_33|0|厦门
宜兰路0_R_17|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_13|0|厦门
湖滨南路(白鹭洲路与天鹅湖路段)_L_3|0|厦门
仙岳路连接线0_R_A20014|0|厦门
领事馆路_L_B10004|0|厦门
岐山路(安岭路至岐山北路)_R_8|0|厦门
马垅路_L_6|0|厦门
展鸿路辅路_L_B10001|0|厦门
豆仔尾路(禾祥西路至湖滨南路段) _R_1|0|厦门
厦禾路0_L_70|0|厦门
高崎南五路0_L_8|0|厦门
金尚路0_R_5|0|厦门
厦禾路(莲前西路至站东二路段)_R_4|0|厦门
安岭路_R_17|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_R_7|0|厦门
湖滨北路0_R_49|0|厦门
鹭江道(湖滨西路至厦禾路 ) _R_6|0|厦门
安岭路_R_14|0|厦门
安岭路_R_23|0|厦门
湖里大道0_L_7|0|厦门
莲兴路(莲景路与莲景三路段)_L_1|0|厦门
望海路0_L_2|0|厦门
鹭江道0_R_7|0|厦门
高崎南十二路_R_B27002|0|厦门
湖滨北路0_R_A08012|0|厦门
演武路0_L_A11003|0|厦门
后江埭路(湖滨南路至汇文西路段)_L_1|0|厦门
龙伏路0_L_5|0|厦门
莲前西路0_R_14|0|厦门
钟宅西二路0_R_15|0|厦门
湖滨北路0_R_51|0|厦门
湖滨东路0_L_3|0|厦门
观日路0_R_A07002|0|厦门
会展路(塔埔路至吕岭路段 )_L_3_B|0|厦门
鹭江道0_R_27|0|厦门
湖滨北路0_R_A08005|0|厦门
吕岭路_L_A20004|0|厦门
湖滨中路(禾祥东路至厦禾路段)_R_3|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_R_4|0|厦门
展鸿路辅路_L_B10002|0|厦门
仙岳路连接线0_R_A20010|0|厦门
云顶北路_R_3|0|厦门
长岸路_L_10|0|厦门
嘉禾路_R_A20013|0|厦门
嘉禾路0_R_5|0|厦门
金边路0_R_A04008|0|厦门
仙岳路(金尚路至嘉禾路段)_R_1|0|厦门
虎岭路0_L_2|0|厦门
仙岳路0_R_51|0|厦门
湖滨西路0_R_1|0|厦门
台东路0_L_2|0|厦门
金泰路0_R_4|0|厦门
金山路0_L_18|0|厦门
金湫路_R_1_A|0|厦门
昭塘路0_R_A06001|0|厦门
吕岭路_L_B10001|0|厦门
龙山南路0_L_3|0|厦门
体育路(湖滨东路至莲岳路)_R_9|0|厦门
港中路_L_20|0|厦门
同益路0_R_A08002|0|厦门
湖里大道0_R_7|0|厦门
莲景路_L_5|0|厦门
嘉禾路_R_A20009|0|厦门
天湖路_L_20|0|厦门
金尚路0_L_1|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_L_6|0|厦门
中埔西路0_L_4|0|厦门
仙岳路0_R_50|0|厦门
马垅路_L_8|0|厦门
涵光路0_R_1|0|厦门
金湖路_L_5|0|厦门
松岳路0_L_5|0|厦门
创新路(马垄路至火炬北路)_R_8|0|厦门
安岭路0_L_2|0|厦门
仙岳路_R_B27059|0|厦门
长岸路0_L_4|0|厦门
鹭江道0_R_23|0|厦门
宜兰路0_R_21|0|厦门
湖滨南路(湖滨中路至白鹭洲路段)_R_14|0|厦门
西堤路0_L_1|0|厦门
创新三路_R_7|0|厦门
豆仔尾路(湖滨南路与天湖路段)_R_4|0|厦门
东港一路_R_A13005|0|厦门
龙山西路0_R_6|0|厦门
悦华路0_L_4|0|厦门
安岭路_R_22|0|厦门
钟宅西二路0_L_10|0|厦门
湖滨东路(禾祥东路至厦禾路段)_L_4|0|厦门
云顶北路0_L_7|0|厦门
仙岳路_R_B27051|0|厦门
莲前东路_R_B29004|0|厦门
蔡山路0_L_2|0|厦门
莲前东路0_R_5|0|厦门
钟宅路0_R_14|0|厦门
湖滨南路0_L_15|0|厦门
昭塘路0_R_A06002|0|厦门
展鸿路辅路_L_B10003|0|厦门
岐山路(安岭路至钟宅路)_R_3|0|厦门
创新路(马龙路至火炬北路段)_L_9|0|厦门
莲岳路_R_22|0|厦门
嘉禾路(吕岭路与仙岳路段 )_R_12|0|厦门
金钟路_R_16|0|厦门
湖滨东路(禾祥东路与湖滨南路段)_L_9|0|厦门
嘉禾路_R_B27002|0|厦门
湖滨南路0_L_20|0|厦门
展洪北路_L_1|0|厦门
莲前西路(金尚路至东浦路)_R_15|0|厦门
公园南路0_L_2|0|厦门
钟宅西二路0_R_14|0|厦门
安岭路_R_26|0|厦门
嘉禾路_R_A20008|0|厦门
湖光路(湖滨中路至湖滨东路段)_L_29|0|厦门
前埔东路0_L_2|0|厦门
花屿路0_L_A22014|0|厦门
龙山南路_L_1|0|厦门
后滨路(厦禾路至湖滨南路段)_L_9|0|厦门
云顶北路0_L_6|0|厦门
吕岭路_L_A20020|0|厦门
高崎南五路0_L_15|0|厦门
蔡塘一路_R_1|0|厦门
莲前东路(云顶中路至金尚路段)_L_7|0|厦门
谊爱路_L_A02002|0|厦门
七星路_R_2|0|厦门
龙山南路0_R_6|0|厦门
后埭溪路(湖滨南路至湖光路段)_L_2|0|厦门
港中路_L_2_A|0|厦门
湖滨南路(凤屿路0_嘉禾路)_L_5|0|厦门
环岛干道0_R_22|0|厦门
前埔路0_L_A02007|0|厦门
金湖路_R_4_A|0|厦门
环岛南路0_L_1|0|厦门
钟岭路0_L_2|0|厦门
前埔五里0_L_1|0|厦门
高崎南五路_R_B27001|0|厦门
嘉禾路0_L_A19019|0|厦门
展鸿路0_R_16|0|厦门
鹭江道0_R_12|0|厦门
云顶中路0_L_19|0|厦门
翔云一路0_L_9|0|厦门
厦禾路0_R_48|0|厦门
云顶北路_R_18|0|厦门
湖滨北路(湖滨东路至莲岳路)_L_4|0|厦门
创新路(马龙路至火炬北路段)_L_10|0|厦门
墩岭路0_L_13|0|厦门
安岭路_L_11_B|0|厦门
同益路_R_A13001|0|厦门
华荣路0_R_17|0|厦门
枋湖西路0_R_7|0|厦门
岭兜西路 _R_1|0|厦门
云顶北路0_R_6|0|厦门
环岛北路_R_1|0|厦门
育秀东路(体育路至仙岳路段)_R_2|0|厦门
金山路0_L_1|0|厦门
钟岭路_L_4|0|厦门
莲岳路_L_12|0|厦门
洪莲路0_L_3|0|厦门
展鸿路_R_2_A|0|厦门
五缘湾道0_L_22|0|厦门
长岸路0_R_12|0|厦门
展鸿路辅路_R_B10003|0|厦门
湖滨东路(禾祥东路与湖滨南路段)_L_3|0|厦门
华昌东二路_L_1|0|厦门
安岭路_R_16|0|厦门
鹭江道0_L_15|0|厦门
镇海路_R_10|0|厦门
长岸路_L_12|0|厦门
宜兰路_L_4|0|厦门
展鸿路0_R_4|0|厦门
莲前西路0_L_2|0|厦门
仙岳路(金尚路至嘉禾路段)_L_20|0|厦门
湖里大道0_R_19|0|厦门
高崎南五路0_L_4|0|厦门
高林路_L_1|0|厦门
龙山南路_R_5|0|厦门
钟宅路(环岛干道至环岛东路)_R_18|0|厦门
湖滨中路(湖滨南路至厦禾路段)_L_8|0|厦门
惠灵顿路0_R_12|0|厦门
安岭路0_R_11|0|厦门
云顶中路0_L_9|0|厦门
龙伏路0_L_1|0|厦门
安岭路_L_21|0|厦门
五缘湾道_R_8|0|厦门
湖滨北路0_R_48|0|厦门
七星西路0_R_3|0|厦门
枋湖路0_R_10|0|厦门
宜兰路_L_3|0|厦门
钟宅西二路0_R_19|0|厦门
新丰二路_R_3|0|厦门
鹭江道(厦禾路至镇海路) _L_6|0|厦门
演武路0_L_A11001|0|厦门
吕岭路_R_B10032|0|厦门
吕岭路_R_B10033|0|厦门
莲花北路(嘉禾路至莲花南路段)_R_10|0|厦门
高崎南五路0_L_1|0|厦门
兴隆路_R_11|0|厦门
宜兰路0_R_25|0|厦门
嘉义路0_L_4|0|厦门
金榜路(厦禾路至禾祥东路段)_R_2|0|厦门
湖滨北路0_R_A09006|0|厦门
高林中路(金山路至金林路)_R_1|0|厦门
金桥路_L_12|0|厦门
展鸿路辅路_R_B10002|0|厦门
厦禾路0_L_92|0|厦门
宜兰路_L_1|0|厦门
鹭江道0_R_19|0|厦门
莲前西路0_R_15|0|厦门
同益路0_R_A08004|0|厦门
展鸿路辅路_R_B10004|0|厦门
文屏路0_R_4|0|厦门
岐山北二路_R_7|0|厦门
火炬北路_L_9|0|厦门
莲前西路0_R_3|0|厦门
仙岳路0_R_53|0|厦门
石亭路0_L_1|0|厦门
枋湖西五路_L_A21007|0|厦门
岭下西路_R_7|0|厦门
七星路(体育路至湖滨北路)_L_3|0|厦门
高崎道_R_1|0|厦门
江华路_L_2|0|厦门
前埔中路_L_B29002|0|厦门
五缘湾道(环岛东路至环岛干道)_R_11|0|厦门
豆仔尾路(湖滨南路与天湖路段)_R_1|0|厦门
寨上西路0_L_3|0|厦门
展鸿路_L_B10004|0|厦门
湖滨东路0_R_3|0|厦门
湖滨南路0_L_25|0|厦门
嘉禾路(仙岳路至吕厝路)_L_8|0|厦门
高崎南五路0_L_3|0|厦门
钟岭路0_L_1|0|厦门
斗西路0_R_5|0|厦门
嘉义路0_R_5|0|厦门
仙岳路0_L_46|0|厦门
环岛东路0_L_10|0|厦门
安岭二路_L_1|0|厦门
创新三路_R_6|0|厦门
环岛东路0_L_8|0|厦门
台湾街_L_5|0|厦门
东港南路_L_A13002|0|厦门
湖滨北路0_L_37|0|厦门
高崎南十二路0_L_1|0|厦门
莲秀路_L_1|0|厦门
钟宅西二路0_L_12|0|厦门
厦禾路0_R_26|0|厦门
湖里大道0_R_8|0|厦门
祥岭路0_R_A20001|0|厦门
湖滨南路0_R_28|0|厦门
站南路0_L_4|0|厦门
谊爱路0_L_4|0|厦门
翔云一路0_L_5|0|厦门
高崎北路_R_2|0|厦门
金湖路0_R_13|0|厦门
岐山北二路_L_6|0|厦门
莲兴路_L_A08001|0|厦门
湖滨中路(仙岳路至湖滨北路)_R_13|0|厦门
环岛南路0_L_2|0|厦门
新丰路(马垅路至火炬北路)_R_2|0|厦门
环岛干道(钟宅路至五缘湾道)_L_16|0|厦门
宜兰路0_R_27|0|厦门
高林中路(高林路至环岛干道)_L_3|0|厦门
仙岳路0_L_50|0|厦门
金湖路0_R_21|0|厦门
鹭江道0_R_13|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_R_2|0|厦门
吕岭路_L_B10028|0|厦门
悦华路0_L_3|0|厦门
五缘湾道_R_9|0|厦门
湖滨东路(湖滨南路至厦禾路段)_R_12|0|厦门
吕岭路0_L_A07002|0|厦门
莲前西路0_R_6|0|厦门
豆尾仔路0_R_1|0|厦门
环岛南路0_L_12|0|厦门
岐山路0_L_2|0|厦门
鹭江道0_R_A10007|0|厦门
体育路(湖滨中路至湖滨东路)_R_14|0|厦门
仙岳路(嘉禾路至成功大道)_L_4|0|厦门
莲前西路0_R_2|0|厦门
新丰路(火炬路至兴隆路)_R_4|0|厦门
华荣路0_L_1|0|厦门
新丰二路_R_4|0|厦门
育秀东路(体育路至仙岳路段)_L_2|0|厦门
新丰二路_R_2|0|厦门
金榜路(厦禾路至禾祥东路段)_R_4|0|厦门
湖滨北路0_R_16|0|厦门
长岸路_R_27|0|厦门
湖滨东路(湖光路至槟榔路段)_L_6_A|0|厦门
民族路_R_4|0|厦门
大学路_L_4|0|厦门
长岸路0_R_14|0|厦门
湖滨南路0_L_7|0|厦门
禾祥东路(后埭溪路与湖滨东路段)_R_16|0|厦门
育秀路_L_A08004|0|厦门
创新二路_R_2|0|厦门
厦禾路(角滨路至湖滨西路) _L_3|0|厦门
湖滨东路(湖滨南路至厦禾路段)_R_14|0|厦门
故宫东路 _L_6|0|厦门
领事馆路_L_B10001|0|厦门
创新路(马垅路至火炬路段)_L_2|0|厦门
文屏路0_R_1|0|厦门
岐山路(安岭路至钟宅路)_R_5|0|厦门
嘉禾路0_R_7|0|厦门
溪岸路 _L_1|0|厦门
枋湖南路_R_A19004|0|厦门
新丰三路_R_2|0|厦门
墩岭路_R_14|0|厦门
湖滨南路0_L_38|0|厦门
嘉禾路(莲前西路至吕岭路段)_R_17|0|厦门
厦禾路0_L_59|0|厦门
湖滨南路0_R_43|0|厦门
高崎南十二路0_R_2|0|厦门
龙昌路_L_A02001|0|厦门
高林中路(高林路至环岛干道)_R_8|0|厦门
湖滨南路(厦禾路辅路至湖滨东路段)_R_16|0|厦门
创新路0_L_3|0|厦门
港兴一路_R_11|0|厦门
安岭路_L_2_B|0|厦门
岐山路(安岭路至岐山北路)_R_4|0|厦门
嘉义路0_R_1|0|厦门
吕岭路_L_B10029|0|厦门
民族路_R_1_B|0|厦门
莲前东路(云顶中路至金尚路段)_L_1|0|厦门
白鹭洲路0_R_15|0|厦门
展鸿路_L_1_B|0|厦门
厦禾路_R_A10010|0|厦门
金山路0_L_11|0|厦门
宜兰路0_R_23|0|厦门
镇海路0_L_1|0|厦门
湖里大道0_L_12|0|厦门
嘉禾路0_R_12|0|厦门
展鸿路辅路_L_B10004|0|厦门
龙山中路_R_4|0|厦门
兴隆路0_R_14|0|厦门
台湾街0_L_A14001|0|厦门
仙岳路辅路_L_B270001|0|厦门
成功大道辅路_R_A21001|0|厦门
斗西路_R_1|0|厦门
厦禾路0_R_50|0|厦门
吕岭路_R_B10031|0|厦门
仙岳路0_L_79|0|厦门
厦禾路0_R_27|0|厦门
厦禾路(莲前西路至站东二路段)_R_8|0|厦门
湖里大道0_L_14|0|厦门
宜兰路0_R_24|0|厦门
马垅路_L_11|0|厦门
后埭溪路(禾祥东路至湖滨南路段)_L_7|0|厦门
金尚路_L_B28028|0|厦门
环岛干道0_L_23|0|厦门
岭下东路(安岭路至钟宅路)_L_6|0|厦门
石亭路0_R_3|0|厦门
高崎南十二路_L_B27007|0|厦门
公园东路_R_10|0|厦门
港兴二路_R_1|0|厦门
枋湖东路0_L_10|0|厦门
仙岳路_R_B27050|0|厦门
鹭江道0_R_11|0|厦门
湖里大道0_L_11|0|厦门
镇海路_L_8|0|厦门
长岸路_R_A14004|0|厦门
泗水道_L_9|0|厦门
枋湖北路_R_A19001|0|厦门
白鹭洲路_R_5|0|厦门
会展北路0_L_2|0|厦门
安岭路_R_18|0|厦门
金林路_L_2|0|厦门
仙岳路辅路_L_B27003|0|厦门
仙岳路0_R_19|0|厦门
高崎南五路0_R_2|0|厦门
仙岳路0_R_67|0|厦门
槟城道0_R_30|0|厦门
钟宅西三路_R_6|0|厦门
百家村路0_R_1|0|厦门
蔡山路0_L_3|0|厦门
安岭路0_R_4|0|厦门
会展南二路0_L_B29003|0|厦门
岭下西路_R_5|0|厦门
钟宅路0_R_9|0|厦门
豆仔尾路(禾祥西路至湖滨南路段) _R_4|0|厦门
百家村路0_R_2|0|厦门
百家村路0_R_3|0|厦门
白鹭洲路0_L_3|0|厦门
金尚路_R_B28055|0|厦门
仙岳路0_R_65|0|厦门
湖滨南路(湖滨中路至白鹭洲路段)_R_5|0|厦门
湖滨北路0_R_10|0|厦门
展鸿路_L_B10003|0|厦门
前埔路0_L_A02006|0|厦门
会展南三路0_R_2|0|厦门
江华路_L_4|0|厦门
钟岭路(岐山北路至安岭路)_R_1|0|厦门
岐山路(安岭路至岐山北路)_R_9|0|厦门
莲岳路_R_13|0|厦门
湖里大道(华荣路至长安路段)_R_14|0|厦门
前埔东路(莲前东路至文兴东路)_R_14|0|厦门
白鹭洲路0_R_21|0|厦门
马垅路_R_5_B|0|厦门
钟宅西二路0_L_11|0|厦门
双狮北路_L_A14001|0|厦门
安岭路_R_24|0|厦门
前埔东路0_L_10|0|厦门
高崎南五路_L_B27001|0|厦门
江华里_L_A20001|0|厦门
厦禾路_R_A04004|0|厦门
鹭江道(湖滨西路至厦禾路 ) _R_12|0|厦门
高崎南五路0_L_14|0|厦门
东渡路0_R_12|0|厦门
厦禾路(湖滨东路至湖滨南路段)_L_8|0|厦门
高崎南五路_R_B27008|0|厦门
石亭路0_R_2|0|厦门
火炬北路_L_8|0|厦门
钟岭路_L_3|0|厦门
岐山路(安岭路至钟宅路)_L_2|0|厦门
莲景路_L_A08002|0|厦门
会展路(塔埔路至吕岭路段 )_L_1|0|厦门
花屿路0_L_A22015|0|厦门
湖滨南路0_R_32|0|厦门
美湖路_R_B28002|0|厦门
湖滨南路0_L_A09003|0|厦门
湖滨中路0_R_30|0|厦门
凤屿路0_L_1|0|厦门
湖滨北路0_R_54|0|厦门
仙岳路_R_9|0|厦门
嘉禾路_R_A20010|0|厦门
谊爱路0_R_3|0|厦门
大学路_L_1|0|厦门
五缘湾道0_R_16|0|厦门
枋湖西路_L_4|0|厦门
湖滨东路(体育路至湖滨北路段)_R_3|0|厦门
岐山路(安岭路至岐山北路)_R_7|0|厦门
育秀东路0_L_3|0|厦门
仙岳路_R_B27042|0|厦门
蔡岭路0_R_A03001|0|厦门
岐山路(安岭路至岐山北路)_L_4|0|厦门
镇海路0_L_3|0|厦门
高崎南五路_R_B27006|0|厦门
林后路0_R_7|0|厦门
环岛南路0_R_7|0|厦门
钟宅西三路_R_4|0|厦门
湖滨东路(湖滨南路至厦禾路段)_R_17|0|厦门
湖滨二里0_R_3|0|厦门
云顶北路0_L_8|0|厦门
新丰路0_L_1|0|厦门
七星西路_L_2_B|0|厦门
高崎南十二路0_R_4|0|厦门
湖滨北路(莲岳路至嘉禾路段 )_L_9|0|厦门
火炬路_L_2|0|厦门
岐山路0_L_3|0|厦门
龙山南路_L_3|0|厦门
屿浦路0_L_7|0|厦门
湖里大道0_R_21|0|厦门
金尚路(吕岭路至仙岳路段)_R_6|0|厦门
厦禾路_L_A10021|0|厦门
鹭江道0_L_23|0|厦门
